moh_code,MRID
545071960,670401-0222-6401
545052808,660701-0222-4801
544031104,250104-0122-6409
541015000,570122-0222-2706
541024149,541003-0330-2713
541014087,541801-0130-2714
547071710,450201-0241-6401
545051826,660107-0130-2713
540031631,710501-0122-6401
546021090,070801-0122-0401
540022462,490303-0130-6001
545024065,640102-0146-2713
545021310,610201-0141-6401
540022468,490101-0122-2706
545031455,690204-0222-6401
542024355,520106-0215-2713
550063680,330501-0101-0901
540014370,482402-0122-2706
543021246,150404-0141-2706
541024145,541006-0130-2713
540021492,010203-0101-0901
540051780,510210-0122-6401
545021010,700701-0522-3701
545051830,690104-0122-0405
548024314,120209-0301-0601
550013462,801004-0101-5406
545021307,830106-0122-2706
543014170,150601-0222-6401
551066410,310301-0101-5406
548024418,120601-0130-5601
545031450,690204-0122-6401
550014015,801401-0130-2713
540014140,480102-0104-2706
543024201,140503-0415-2713
541014098,543701-0222-2713
543014160,150601-0130-2713
545034618,681002-0330-2713
550013161,510304-0101-0601
540021520,280204-0130-2713
545031626,680101-0222-6401
543014080,830102-0130-2713
540021515,280204-0230-4801
550063692,280104-0101-4001
545031645,690103-0122-6409
543011033,280107-0130-5201
547011174,411001-0141-6401
541054415,541001-0122-2706
547064596,100701-0115-2713
540014248,480901-0104-2706
541014062,541105-0104-2706
545021119,651002-0122-6401
550014338,481501-0122-2706
550063685,290501-0401-0901
550013031,801503-0101-4001
541014096,541105-0122-2706
544011020,190501-0230-1501
550013025,801601-0101-5406
550038564,481112-0101-5406
550063728,340502-0101-0901
542024330,520107-0109-2701
541044314,542403-0130-2713
545064861,600102-0230-2713
548011128,110404-0222-6401
546025120,030402-0122-5901
540011229,480703-0104-2706
540021484,280207-0101-5201
545021325,650701-0122-6401
550063750,340103-0101-0901
540014255,480901-0204-2706
540014260,480806-0104-2706
541014063,541105-0204-2706
540052692,510508-0122-6401
550013424,800301-0130-5406
547014111,410109-0109-2706
545023266,580201-0122-5901
545051797,660105-0130-6201
540014256,480810-0104-2706
545071902,670601-0122-6401
550028510,010203-0101-5406
547034270,400502-0146-2713
545032620,681002-0130-5406
542014120,530401-0134-2715
546061515,060101-0122-6404
540041690,500301-0222-6401
540014265,481702-0122-2706
550063677,380103-0129-0901
548034580,170413-0501-2713
550063768,340306-0201-5603
545071900,670602-0222-6401
550014167,800606-0130-6003
546055442,310101-0101-0901
545051822,660107-0130-6201
541054402,543902-0130-2713
545024066,650404-0722-6401
550014165,800607-0130-5406
546081721,570201-0130-2701
548034598,170413-1001-2713
545022110,650305-0230-5406
550014462,801802-0301-5406
541064511,540418-0115-2713
550063746,340202-0301-4001
549086750,790101-0130-2713
544104750,220401-0130-2713
545031522,740104-0201-5406
541031204,410606-0130-3501
548034560,170413-0701-2713
540041701,500402-0122-6401
545021279,600402-0122-0401
544071513,210503-0130-3501
545021002,640102-0345-4301
545031599,680401-0122-2706
549066411,760303-0241-2601
551031160,110101-0141-0401
547014108,410301-0222-2701
550013055,330103-0201-4001
551031200,020201-0122-6401
547015192,400302-0222-0601
544101717,220201-0122-6409
551031241,420101-0122-6409
545071961,670401-0122-6401
551054382,830212-0104-4801
550014168,800605-0130-5406
547064594,100904-0115-2713
545031500,680701-0122-6401
550013209,801204-0101-6003
550063758,340301-0201-4001
543014116,160201-0646-2713
547033268,430102-0146-2713
550028532,060201-0130-5406
544101795,240502-0222-6401
550063630,370401-0130-5401
541011100,540702-0130-2713
547034250,430202-0115-2713
551081595,380304-0201-4001
544094605,190702-0130-5401
550035385,370401-0201-0901
546081704,570309-0230-2713
546012003,030702-0330-5406
551064450,640202-0201-2713
543011032,560201-0346-2713
551031175,110101-0146-2713
544061405,190101-0130-2713
540012247,480604-0130-2305
550011231,480604-0122-4801
548024430,170801-0401-2713
548034594,170413-1401-2713
550063652,730201-0201-0901
550064632,330107-0101-4001
547064600,100904-0115-2713
550013032,801503-0101-6003
547081805,110102-0241-0401
540014250,480804-0104-2706
550063807,380104-0201-0901
544074497,210301-0146-2713
550063770,340301-0101-5401
543014112,160201-0546-2713
544111800,830304-0101-4804
550063720,330105-0101-4001
547011015,410605-0122-6401
548024460,060405-0201-2713
540022473,490102-0222-2706
545071905,670602-0122-6401
547084808,470203-0146-2713
551031240,420402-0122-6401
540022469,490102-0122-2706
540054773,510304-0122-4801
550013200,801202-0101-6003
540012348,480301-0130-4804
543014114,160201-0646-2713
544121850,270501-0105-4801
540021476,490301-0130-2713
549021285,540719-0130-2714
547051415,070302-0146-1701
546014610,020102-0422-6402
551064445,640202-0101-2713
540052690,510106-0141-6401
550063733,740406-0201-4001
541074531,560303-0146-2713
548024451,170404-0137-2713
549072620,770202-0130-3501
546031438,040202-0122-0401
545031372,680802-0122-6416
550063676,380107-0129-0901
543034245,140402-0122-4801
544101746,260402-0222-6401
545071965,670404-0122-6401
550063737,060204-0101-4001
545021224,190103-0222-4801
540072840,482301-0130-6201
550063700,510301-0101-0901
540054770,510111-0130-2713
549042461,310201-0130-6003
544104781,200301-0130-3501
547034257,430201-0146-2713
550013035,801601-0101-4001
550013464,060402-0101-5406
550014504,801014-0201-5406
545031528,780208-0130-6201
541011072,541901-0122-4803
541044320,542301-0141-4801
540012285,330103-0230-3501
543074520,150503-0104-4801
545052805,660701-0130-3501
541061504,541602-0230-2713
550063690,380303-0101-0901
551054367,830402-0130-5401
550021516,010203-0222-2801
545031381,680802-0222-6416
543064000,130205-0230-3501
550014372,800101-0222-6409
548024420,170801-0201-2713
540031536,710702-0122-6401
541014075,540705-0130-2713
543021218,140701-0122-6401
541064516,540408-0222-2706
543021220,140701-0222-6401
547054460,440105-0322-2706
545044651,680901-0146-2714
549086751,790103-0130-6001
550063745,320202-0141-4001
551051390,070501-9999-4801
544061300,190603-0122-6401
545044670,640403-0130-2713
540031540,710401-0222-6401
551031150,110101-0241-0401
550054357,780203-0122-6401
545064860,700402-0230-2713
551082511,570501-0130-5406
551032170,110101-0146-3501
540051825,510214-0122-6401
542014042,531302-0130-2713
540011160,480201-0422-6401
548011100,111101-0122-6401
547054485,440101-0330-2701
547014052,400101-0130-2713
545021017,640102-0645-4301
543024222,140602-0230-2713
550014163,800104-0101-5406
551082510,570501-0330-5401
545021006,700701-0228-4301
548034570,170413-1601-2713
548011130,110404-0122-6401
550014336,800501-0130-5406
547011091,330401-0101-0601
543064011,130202-0130-6201
545021005,700701-0128-4301
540052791,510107-0130-5401
545021004,650403-0222-6401
543012010,160502-0130-5406
550063762,340306-0101-4001
547011002,410908-0122-6401
545031593,681303-0522-6409
550063774,340601-0101-4001
550014513,540401-0130-2713
540014174,480201-0522-6401
545034639,690503-0130-3501
545021007,700701-0328-4301
540012090,481302-0130-6201
545031391,680601-0230-6201
550014161,800102-0101-5406
541024120,543201-0230-2713
550013500,270109-0122-0401
540014366,481101-0130-2713
550013050,330103-0101-5406
547015197,410913-0241-6401
550013328,800601-0102-5406
540014002,481303-0104-4801
545021276,600201-0130-3501
550013420,801102-0101-5406
545024261,580203-0230-2713
545021256,800902-0101-5406
550013430,910101-0101-5406
545064897,030101-0230-2713
545021001,640102-0245-4301
547071700,450201-0141-6401
547054450,440105-0130-2706
541014002,541302-0222-4801
550063693,280104-0129-4001
550061609,370202-0101-0901
545022105,650305-0130-6201
547034252,400303-0141-6401
550063765,340301-0101-0901
547011001,410910-0141-6401
540014171,480202-0204-2701
547011095,410401-0122-6401
550013412,800903-0101-6003
547051431,440106-0230-6201
545034643,690505-0622-6409
545021012,650201-0245-4301
540012345,480303-0130-6001
540054779,510102-0122-6401
550063660,290402-0101-4001
545051837,690104-0222-0405
550013030,801601-0101-5406
545024260,580201-0130-2713
540032545,710401-0130-3501
545064896,030101-0530-2701
546052404,030201-0130-6001
550028500,330103-0301-5406
550063760,340301-0101-4001
550063772,340601-0101-0901
550013316,801901-0101-5406
547011019,410605-0130-2715
549066450,740403-0101-5601
543021230,140701-0622-6401
544071451,210401-0122-4801
546081714,540714-0130-2713
541061505,541602-0230-2713
541024155,543201-0330-2713
547011003,410910-0241-6401
541024133,541006-0130-2713
540230680,500601-0122-6401
541054401,543902-0130-2713
541074534,560306-0246-2713
550014515,801201-0141-2501
550038540,740201-0101-5406
543024220,140602-0230-2713
540012346,480302-0130-6001
546081722,760401-0130-2713
545021120,651003-0122-6401
540071830,482301-0122-6401
550038562,481110-0101-5406
546012002,050104-0130-3501
540052797,510701-0130-3501
545032550,680405-0130-5401
540024490,010201-0222-4801
540014270,480401-0104-4801
550063761,340306-0101-0901
541054405,543903-0130-2713
540061800,842001-0222-0407
550063790,730202-0101-5201
544071525,210201-0122-6401
550013027,481101-0101-5406
501014290,330103-0104-4801
545034620,680108-0330-3501
540014178,480201-0322-2706
546081716,540714-0130-2713
540014350,480302-0222-4801
545071931,690603-0228-4301
540011341,481701-0104-2701
545021250,580201-0122-6401
550073901,350301-0130-5401
540044710,482101-0104-4801
549041450,780401-0122-6401
540022465,490303-0222-4803
545071930,690603-0128-4301
540031538,710202-0222-6401
550013021,481106-0201-5406
540011112,481302-0104-2713
544021060,190901-0128-4301
547051470,440103-0141-6401
545034646,690505-0522-6401
540012349,480301-0222-4803
545023263,580201-0322-5901
551031232,700403-0122-6401
544071450,210402-0122-6401
545064867,830216-0130-2713
540011610,481802-0122-6401
545021150,010101-0322-6401
545021233,540410-0122-0401
545031403,681202-0122-6401
544101763,260107-0122-6401
541011088,541713-0222-0401
540011300,330202-0122-6401
545031378,680802-0122-6401
544074495,210301-0122-6401
540051761,510401-0222-0401
541011074,541403-0222-6401
546031240,020402-0122-6401
545054731,660602-0222-6401
541031279,550203-0122-6401
545021249,580502-0222-6401
541011077,541706-0222-0401
541011075,541403-0122-0401
545031610,681002-0322-6401
545031503,680201-0222-6401
550063708,510301-0422-6401
541064522,570403-0322-0401
540011055,480503-0122-6401
544051180,240501-0222-6401
547011060,410607-0122-6401
546031247,020804-0104-6401
540051764,510306-0122-6401
545031385,680202-0322-6401
545031534,680405-0522-6401
540041650,500104-0122-0401
545021225,190103-0122-0401
544031105,250105-0122-6401
550230722,320501-0122-0401
541021150,542004-0122-6401
545051818,660106-0422-6401
550063791,380105-0122-6401
540021478,490301-0122-0401
550061608,370104-0222-0401
545051785,660301-0222-6401
550061850,500201-0122-0401
551111590,400201-0122-6401
547011096,550302-0222-6401
545021068,690301-0222-0401
545031589,680401-0322-6401
540031605,720101-0222-6401
550061870,320101-0122-0401
544071472,210304-0122-6401
540031545,710103-0322-5901
546063510,060101-0222-5901
547051430,440106-0322-6401
548011151,110201-0122-6401
547054479,440103-0122-6401
540021509,500105-0122-6401
546081733,540501-0122-0401
550061606,370105-0122-0401
549066414,070301-0222-0401
540031579,710103-0122-5901
541014061,570406-0222-6401
551081570,570502-0422-0401
541011086,541713-0122-0401
543034250,880201-0122-0401
545031536,680405-0322-6401
541061501,543401-0122-0401
545051824,660109-0322-0401
544101710,200402-0122-6401
545023120,650305-0522-5901
541011079,541706-0122-0401
540011330,010204-0222-0401
545051815,660106-0222-6401
545051784,660104-0122-0401
540021500,280204-0122-0401
547015199,410701-0122-6401
543034242,140403-0222-0401
540011200,480702-0122-0401
545031382,680401-0422-6401
550061868,320101-0222-0401
540011155,480101-0222-0401
540041670,500501-0122-6401
540051770,510301-0322-6401
544051172,240501-0122-6401
544101747,260404-0222-6401
545021100,650305-0522-6401
545021252,400601-0222-6401
545021300,610101-0122-6401
547051420,440106-0122-6401
541024131,543201-0222-6401
545031371,680105-0122-6401
540230433,481101-0322-6401
545021200,890101-0222-6401
544101759,260406-0222-6401
540230430,481101-0422-6401
547061649,101102-0322-6401
548022305,830102-0122-6401
541011092,540202-0122-0401
540021507,280204-0222-0401
540014383,481201-0122-0401
547011092,550302-0122-6401
543011031,120701-0122-6401
540051775,510111-0122-0401
545031592,681303-0122-6401
543064407,150202-0122-6401
545051791,660111-0322-0401
544071510,210503-0122-6401
544101760,260107-0222-6401
541031275,550502-0122-6401
547071750,450301-0122-6401
551031210,170801-0122-6401
540052787,510404-0122-6401
545031628,700106-0122-6401
540031575,710701-0122-6401
551041300,580701-0122-0401
540051700,510901-0122-0401
545031379,680802-0222-6401
541021101,543201-0122-6401
546041315,070901-0104-5901
541064520,570403-0622-0401
545051817,660106-0322-6401
550061607,370104-0122-0401
545031605,681002-0122-6401
540052788,510702-0122-6401
545051775,660401-0122-0401
546063520,060201-0122-6401
544061370,190601-0122-0401
545031360,680106-0122-6401
540041730,500202-0322-6401
540041722,500102-0122-6401
545031538,680801-0122-6401
551081845,570501-0222-0401
546065562,060101-0122-5901
545021071,690301-0422-0401
545021069,690301-0322-0401
545021061,690301-0122-0401
540011150,480101-0122-0401
545031504,680201-0322-6401
540031578,720101-0122-6401
550011360,800101-0122-6401
545051705,660601-0222-6401
544071478,210304-0222-6401
551081582,542701-0122-6401
541014051,570403-0222-0401
547081828,540102-0322-0401
545023114,650305-0122-5901
541014020,543501-0222-6401
547061605,100205-0122-6401
540011340,480303-0122-6401
540011343,480301-0122-0401
540011344,480302-0122-6401
544021075,190902-0422-6401
544101740,260401-0122-6401
545034638,690503-0122-0401
545051816,660109-0122-0401
546023120,030402-0122-6401
547061620,100601-0122-6401
547061622,101301-0122-6401
547071760,450101-0122-6401
548021453,770303-0122-6401
541014090,570406-0122-6401
547051435,440107-0222-6401
547051436,440107-0322-6401
544031099,250101-0222-0401
544031097,250101-0122-6401
551081540,570501-0122-0401
547011170,410501-0122-0401
541011087,541402-0122-6401
546051402,030201-0122-6401
546065550,060301-0222-5901
540011327,481110-0122-6401
550063716,280104-0101-4301
545024323,650503-0322-6401
545031590,681303-0222-6401
551081560,570502-0222-0401
541011089,541713-0322-0401
545031531,680202-0122-0401
551104571,420202-0422-6401
544101767,260406-0322-6401
545051812,660109-0222-0401
545023230,190103-0322-5901
540011371,510107-0122-6401
541061520,540413-0122-0401
540041720,500401-0122-6401
545031370,680106-0222-6401
545031539,680801-0222-6401
541011010,541102-0122-6401
545051810,660201-0122-6401
540031571,711101-0122-6401
546081735,540504-0222-0401
544121903,270104-0122-6401
546031436,040201-0122-6401
540011320,481601-0122-0401
540031565,710403-0122-6401
540031585,720102-0122-6401
540031610,720501-0122-6401
540041655,500104-0222-0401
543011051,160601-0122-6401
544071475,210302-0122-6401
544101700,200601-0122-6401
545021235,580502-0122-6401
545021275,600201-0122-6401
546031230,020503-0122-6401
547061635,100603-0222-6401
541014060,542202-0322-0401
547051472,440103-0222-6401
545031506,680201-0422-6401
540051778,510505-0122-0401
545021323,650503-0422-6401
541031281,550304-0122-6401
548011111,110405-0122-6401
544101766,260406-0122-6401
547014055,411202-0322-0401
544101715,200402-0222-6401
543011050,160601-0222-6401
544071477,210304-0322-6401
545031350,680107-0122-6401
547051401,440104-0422-6401
540021510,280301-0122-6401
551081530,570501-0322-0401
541011070,541501-0122-6401
548011112,110401-0122-6401
551081500,570401-0122-6401
541014025,543501-0122-6401
541031273,550502-0222-6401
545021305,610101-0222-6401
545023115,650305-0222-5901
545031600,681002-0422-6401
547061600,100602-0322-6401
547081810,620101-0122-6401
551081581,542701-0322-6401
541061530,550303-0122-0401
540011080,481302-0222-0401
551105475,420203-0122-6401
542014107,531801-0109-2701
550063698,340303-0201-0901
548024462,060405-0101-2713
546014618,060405-0101-2713
544071460,210306-0122-6401
546081739,540706-0230-2713
546081706,570201-0122-2713
544094615,190705-0230-2713
545051794,660105-0130-2701
550053595,390303-0122-2801
550063662,730102-0101-5201
543014125,160202-0115-2713
543011052,160601-0130-2713
543024221,140505-0115-2713
549072640,780210-0130-6201
543014124,160202-0309-2713
542034440,530402-0209-2701
546081702,070901-0222-6409
546081104,520401-0130-2713
545024051,650403-0230-2713
543014126,160202-0115-2713
542024312,520301-0301-2713
547011008,410911-0122-4301
541014081,540723-0122-2706
546081772,570124-0122-6409
546081773,570124-0222-6409
541011094,540723-0422-2706
541014083,540723-0222-2706
551151855,870302-0130-2713
547011097,320203-0101-0601
550013202,801203-0101-6003
541024146,541003-0330-2713
545051835,660101-0130-2713
541011071,540702-0130-2713
540072845,482301-0222-6401
545071928,700107-0122-0401
540011085,481302-0122-0401
547061608,100203-0222-6401
552010033,770303-0222-6401
541024127,542006-0122-6401
543064408,150403-0130-2713
543064410,150202-0130-3501
547081807,620104-0130-2713
545022104,650305-0330-6201
546081701,070901-0107-1701
541011069,540702-0130-2713
552033401,860101-9999-6201
544101794,200104-0422-6401
544101791,200104-0141-6401
544101792,200104-0222-6401
543024219,140505-0215-2713
551081846,540722-0130-2714
544101793,200104-0322-6401
544101797,200104-0522-6401
541034279,430502-0222-2708
546061445,030402-0228-4301
551081847,540722-0130-2714
542024310,520301-0201-2713
540031581,710103-0422-5901
542014225,530301-9999-2713
547015195,410302-0122-4901
540011374,100503-0130-2701
540031829,720201-0122-6401
548011294,111201-0222-6401
548011154,110103-0409-6401
540011373,100503-0230-2701
540011372,100503-0330-2701
550014511,840202-0122-2701
551074481,700503-0122-2708
545030450,681102-0122-6401
546081727,570306-0230-2701
540011370,510205-0122-6401
540051814,510604-0122-6401
544064391,640208-0330-2701
543011001,160502-0222-6401
549072625,740305-0130-3501
548021456,120501-0321-3501
548034651,170305-0401-1601
547061604,100204-0222-6401
550021522,390303-0322-2801
540230750,500103-0122-0401
542014201,531004-9999-9999
540051703,510104-0130-3501
541034285,550403-0222-2716
543021247,150404-0241-2706
548024465,060407-0130-2713
545064893,420403-0122-6401
551034149,560301-0115-2701
545024085,110106-0130-2701
544121927,270106-0222-6401
544121925,270106-0122-6401
550013345,801901-0201-6401
541074525,560301-0215-2701
543064001,130205-0122-0401
540051806,510510-0122-6401
540034550,710401-0322-2701
551142652,060414-0204-4803
550013002,801902-0101-5406
547014118,840101-0141-2706
545021124,770201-0122-6401
547014117,430801-0230-2701
543054390,130305-0122-6401
543021235,140303-0322-6401
543021234,140303-0222-6401
550063705,330302-0101-0901
550013102,280401-0101-5406
541014006,541302-0101-5406
542014105,530901-9999-2701
543074500,170201-9999-2713
543034243,140403-0322-0401
548034514,170422-9999-2714
550013329,380101-0101-5406
550063775,800601-0101-5406
544031091,200104-0222-6401
544031092,200104-0322-6401
544031093,200104-0422-6401
544031094,200104-0522-6401
544031090,200104-0141-6401
542024345,840501-0239-2701
540051796,510701-0122-6401
551054388,030102-0122-2701
551064425,640206-0501-2701
552010030,770303-0222-6401
551154722,870101-0101-6001
551154728,870101-0101-1701
551154774,870302-0122-2713
551154771,870302-0222-2713
551230715,870302-0222-5401
551151852,870201-0137-2713
551151850,870201-0137-2713
551151854,870201-0137-2713
551154736,870204-0137-2713
551154724,870101-0201-1701
551151700,870101-0301-6001
545064895,030101-0630-2701
551154720,870101-0401-1701
551154726,870101-0101-6001
542024360,520101-0409-2713
540011250,510309-0122-6401
540022467,490201-0322-2706
548034378,510404-0222-6401
546014615,120506-0122-6401
541074590,630104-0130-2713
541074001,630108-0154-2715
541074000,630106-0230-4803
551151856,870201-0137-2713
551151857,870203-0137-2713
551031245,420404-0122-6401
541031276,550202-0122-6401
540054774,510111-0222-6401
547014109,410301-0241-6401
544031114,250201-0722-2713
546105830,230802-0101-2701
550013013,230103-0101-5406
550013327,800603-0130-5406
550013326,800603-0230-5406
550013414,800901-0101-5406
545064830,600103-0130-2713
545054790,660301-0130-2713
545021354,680107-0130-2713
545031478,690801-0122-6401
545031355,680109-0122-6401
545051748,660502-0222-0401
550021521,280203-0122-2801
540011368,481111-0122-6401
540074851,482201-0122-6401
543054304,150305-0109-2706
551081501,570401-0122-2701
546065563,060409-0130-1701
547064597,100903-0115-2713
547071722,450202-0141-6401
545064864,700402-0130-2713
542014205,531004-0102-2701
550063661,730201-0101-0901
546061422,780501-0122-6401
548034655,170307-0101-2704
550013317,800702-0130-5406
540031582,720301-0122-6401
545024330,650503-0130-2713
540051818,510216-0122-6401
548011201,130201-0105-4801
545031551,780502-0130-6201
551074469,700602-0122-6410
547011099,710602-0101-5401
548041700,170605-0104-4801
547014125,840401-0146-2701
550013001,802001-0101-5406
550013201,801205-0101-5406
550014509,802201-0101-5406
547081811,620204-0104-2301
541074530,560303-0109-2713
541074529,560303-0209-2713
550063694,320501-0101-5401
541054412,542006-0122-6401
551151858,870207-0130-2701
540051767,510602-0122-2706
549016054,760604-0441-6001
548011210,160102-0130-2701
540051804,510506-0122-6401
540051807,510503-0122-6401
540051802,510509-0122-6401
540052693,510507-0122-0401
540051801,510512-0122-6401
550063666,690203-0122-0401
547081808,110102-0146-2701
541014001,541103-0122-2706
544071480,210302-0322-6401
550013056,280203-0101-5406
547014129,410904-0122-6401
547014124,410914-0141-6401
545021277,600401-0222-6401
540051715,510110-0122-6401
545064900,420407-0222-6401
547011094,370101-0201-0601
549066410,760301-0141-5401
544064418,190601-0130-2701
550063672,710601-0101-0901
544094613,190705-0130-2713
544064405,191001-0130-2701
540021450,070104-0209-6401
550063669,070105-0101-4001
550063712,330303-0201-0601
550063714,330303-0201-0901
550063713,330304-0101-0901
544061351,190602-0122-0401
544061355,190602-0222-6409
551104577,420202-0222-6401
547011098,320203-0201-0601
544031128,250401-0230-3501
541014068,570102-0230-2713
550013426,570102-0101-5406
550013207,802401-0201-5406
541011012,541104-0522-6401
541054418,542601-0222-0401
550013411,580203-0301-5406
545021262,780207-0230-5406
543011035,560202-0109-2706
550014505,801010-0230-5406
541014003,541302-0122-2706
550013461,060203-0201-4001
541074536,560307-0141-2706
541074537,560307-0241-2706
541031282,550201-0122-6401
545021055,770201-0230-6201
547015191,400302-0230-0601
547014001,410302-0130-2701
545023231,580601-0130-6201
547011062,411202-0230-2701
547011063,411202-0422-2801
545023232,580204-0122-6401
547011061,411202-0230-2701
544051206,240102-0322-6401
545071985,670601-0130-2713
545021003,650403-0530-3501
548024463,060405-0301-2713
544061302,190603-0130-2701
540031520,710102-0122-0401
545071983,670703-0122-6401
545031421,690201-0130-3501
545021355,680301-0130-2706
545071984,670301-0322-6401
545031359,680103-0122-6401
545031440,690202-0222-0401
545032380,680106-0230-3501
545031638,681201-0122-6401
545031647,681201-0130-2716
545031357,680109-0146-6001
545054599,680602-0101-2701
545031390,680110-0122-0401
540012165,480101-0530-4804
550028533,801704-0132-5406
550028531,340506-0101-5406
540014396,070103-0104-2706
540052794,510403-0129-4801
540031590,720401-0122-6402
540051795,510505-0104-4803
540014355,480305-0222-6401
540014310,481602-0222-2706
540041702,500303-0122-6401
540044711,500303-0222-6401
540014405,481803-0230-2701
540014397,500101-0104-2706
547061627,100501-0122-2713
550013453,801810-0201-0601
543064411,150201-0130-3501
543064409,150201-0122-6401
543014123,160203-0109-2713
542024390,570113-0130-2713
551041302,580801-0130-2713
551041301,580801-0230-2713
547081809,620102-0122-2701
545021304,610102-0222-6401
545021309,610102-0122-6401
547061650,101101-0122-6401
543014171,150602-0122-6401
550013208,801204-0101-6003
546081738,540706-0130-2713
542034460,520204-0109-2701
540051753,510402-0322-6401
540051816,510203-0122-6401
551034220,170401-0137-5401
545064863,840201-0130-2701
547014134,430402-0141-5602
547034272,400304-0146-2701
542034450,520207-9999-2701
542014155,530402-0115-2713
540051768,510218-0122-6410
540051809,510215-0122-6401
540051820,510219-0122-6401
540031544,710103-0522-5901
541011011,541102-0222-6401
542014010,560101-9999-2706
542024361,520101-0315-2713
542024362,520101-0109-2713
543064401,150201-0130-2714
544064395,190302-0130-2701
545021278,600401-0122-6401
545051832,660101-0222-6401
545051833,660101-0322-6401
545051834,660101-0130-5401
545064842,600102-0330-2713
545064890,030101-0230-2713
545071927,670301-0122-6401
549062550,780405-0122-6201
550013454,801002-0201-5406
550014501,150501-0253-5401
550021515,010203-0122-2801
550063699,380201-0101-0901
550063780,340501-0101-4001
551031195,110106-0124-6401
551054356,520201-9999-2701
548011295,111201-0322-6401
545031519,780204-0130-6201
550028529,801702-0130-5406
545031520,780303-0130-6201
550063736,290304-9999-4001
545031583,680401-0222-6401
549035531,070301-0341-2601
543552356,570304-0130-2713
543063188,190402-0130-2713
544051001,830302-0204-4804
544051000,830302-0104-4804
553313355,570123-0130-2713
543014140,150601-0130-2713
550013346,801901-0101-5406
541111094,570117-0130-5402
547035533,620203-0122-2713
547035535,470301-0141-2713
549035532,760507-0141-4801
546111773,570105-0222-6401
540074852,482301-0530-2713
546081001,541707-0222-0401
541441355,540305-0222-6401
540441359,540201-0122-6401
541011104,540801-0130-2701
541011105,540701-0122-2701
542055353,531803-0134-4804
550013151,541704-0122-0401
550013152,541007-0222-6410
541014192,540723-0322-2706
541011545,540417-0322-6410
546081745,570107-0222-2713
541011107,160204-0222-2706
541011112,544103-0124-2713
541011113,544103-0224-2713
550013465,801022-0101-5401
550013467,801002-0201-5406
546081737,570201-0130-2701
546081750,570309-0230-2713
546081751,570309-0130-2714
546081752,570309-0130-2714
546081753,570309-0130-2714
546081754,570203-0122-2713
541011107    ,160204-0222-2706
