nhic_code,MRID
90000000005465,310202-0330-2713
90000000015909,650201-0245-4301
90000000009390,801401-0130-2713
90000000015531,700201-0322-6401
90000000013343,801901-0101-5406
90000000008563,760102-0230-5401
90000000004952,600104-0130-2713
90000000034732,870302-0430-2713
90000000031448,700701-0228-4301
90000000012545,480102-0104-2706
90000000001520,800702-0130-5406
90000000004577,120601-1401-2713
90000000004506,170303-0101-2713
90000000032435,761001-0330-5401
90000000001014,540418-0115-2713
90000000021615,140602-0130-2713
90000000018380,780204-0130-6201
90000000015922,650201-0345-4301
90000000013567,120601-0101-2713
90000000010142,190703-0130-2714
90000000030035,570122-0222-2706
90000000005045,680405-0622-2708
90000000007394,690302-0122-6409
90000000007474,700501-0122-6401
90000000010603,440103-0146-3501
90000000034069,130305-0122-4801
90000000004625,120601-0101-2713
90000000031368,260402-0222-6401
90000000020817,640102-0445-4301
90000000022881,100901-0115-2713
90000000023179,190902-0222-0402
90000000006868,570114-0322-6401
90000000033188,100903-0115-2713
90000000008384,510107-0130-5401
90000000009620,570110-0122-6401
90000000009483,481302-0122-2701
90000000032819,280104-0130-3601
90000000029417,481803-0122-4801
90000000000530,280104-0229-4001
90000000007544,481703-0104-2706
90000000033319,200201-0141-6401
90000000033332,110406-0109-0401
90000000002808,540411-0109-4801
90000000012340,600101-0130-5401
90000000003840,570309-0130-2714
90000000004641,120601-0101-2713
90000000026284,541603-0230-2713
90000000006147,100801-0115-2713
90000000003148,800405-0101-5406
90000000010293,400302-0422-2801
90000000005032,680405-0722-2708
90000000019953,260402-0122-6401
90000000012109,540702-0130-2713
90000000032329,110901-0109-0401
90000000032249,100903-0115-2713
90000000032236,100904-0115-2713
90000000001658,330301-0101-0901
90000000008601,560303-0146-2713
90000000024874,440105-0222-2713
90000000006093,543202-0122-2706
90000000007406,400502-0141-6401
90000000011459,210401-0130-3501
90000000030746,480503-0130-3501
90000000012574,480201-0322-2706
90000000033915,550501-0130-2713
90000000002427,770201-0122-6401
90000000020910,160301-0130-2713
90000000031707,690204-0122-6401
90000000005836,060409-0130-1701
90000000008970,681002-0130-5406
90000000007025,580201-0122-6401
90000000011824,320201-0144-4001
90000000035796,230704-0201-0901
90000000011680,490102-0122-2706
90000000011638,480901-0104-2706
90000000006349,310301-0101-5406
90000000001123,230802-0101-2701
90000000011052,110103-0509-0401
90000000006295,680404-0122-6409
90000000011571,480604-0122-4801
90000000033691,100904-0115-2713
90000000028821,570502-0222-0407
90000000027466,350201-0122-5901
90000000011414,570501-0130-5406
90000000000418,830215-0104-2713
90000000013615,570201-0122-2713
90000000033758,540413-0130-5401
90000000029853,660701-0322-6401
90000000006022,651101-0130-2713
90000000011254,801008-9999-3101
90000000026162,310301-0101-5406
90000000019088,580201-0522-6401
90000000011651,480703-0104-2706
90000000035370,580501-0122-2706
90000000031288,210303-0122-6409
90000000016089,830102-0222-2713
90000000030378,570108-0130-2713
90000000035168,650201-0422-2713
90000000002251,170413-1301-2713
90000000027450,170209-0101-2713
90000000005769,480204-0204-4803
90000000000825,170409-0137-2701
90000000001043,500701-0122-6401
90000000029651,370105-0101-0901
90000000013538,120501-0122-6401
90000000011856,690102-0122-6411
90000000023041,760102-0230-5401
90000000001802,681201-0130-2713
90000000030605,330103-0230-3501
90000000025005,490103-0130-2713
90000000029430,570309-0230-2713
90000000008521,480201-0630-4804
90000000019274,400302-0122-2801
90000000016387,490102-0222-2706
90000000031698,690201-0122-6401
90000000009902,542403-0130-2713
90000000033944,270103-0122-2713
90000000006637,482001-0130-3501
90000000009454,280204-0230-4801
90000000009005,280301-0130-3501
90000000003715,800704-0146-5406
90000000013372,800601-0101-5406
90000000004612,120601-0101-2713
90000000009470,280204-0130-2713
90000000034053,650404-0222-6409
90000000006115,690505-0522-6401
90000000033021,060401-0107-5401
90000000026104,541803-0222-2714
90000000012273,370202-0101-0901
90000000002539,541901-0122-4803
90000000006810,570115-0130-5402
90000000017902,110103-0715-5406
90000000030253,140701-0422-6401
90000000026287,541603-0230-2714
90000000009226,410102-0115-2706
90000000031243,240602-0122-6401
90000000018011,310101-0101-3601
90000000005756,480204-0104-4803
90000000015192,600101-0130-2713
90000000002264,170413-0501-2713
90000000031166,190902-0122-0402
90000000017604,340601-0101-3601
90000000010495,170303-0601-5401
90000000000908,060409-0130-1701
90000000017454,541802-0130-2713
90000000014009,130102-0230-2701
90000000000104,050104-0130-3501
90000000015938,690102-0222-6411
90000000033973,150402-0230-2713
90000000012750,140201-0122-2706
90000000020311,240103-0130-2713
90000000034300,543701-0222-2713
90000000021003,560201-0146-2713
90000000032233,100804-0115-2715
90000000010805,160201-0646-2713
90000000030868,710401-0222-6401
90000000000585,690603-0228-4301
90000000001181,700402-0130-2713
90000000008723,541105-0104-2706
90000000010597,440103-0141-6401
90000000022528,650402-0522-6409
90000000011308,541802-0130-2713
90000000012506,490101-0122-2706
90000000018191,540706-0130-5402
90000000003529,290501-0101-0901
90000000022541,650402-0622-6409
90000000011148,660301-0230-5406
90000000019123,580201-0122-6401
90000000003097,532001-0109-2707
90000000010808,160201-0546-2713
90000000032710,060201-0130-5406
90000000006974,150305-0109-2706
90000000003744,150202-0130-2713
90000000004843,280104-0129-4001
90000000027998,640103-0222-2706
90000000011600,480806-0104-2706
90000000003485,290501-0401-0901
90000000030852,070104-0115-6001
90000000015778,540704-0122-2706
90000000004324,482301-0330-2713
90000000008726,130108-0130-5402
90000000012817,170201-0201-5401
90000000004260,711001-0122-6401
90000000031967,030202-0122-6401
90000000034825,640403-0230-2713
90000000034460,150305-0109-2706
90000000010606,690103-0122-6409
90000000013208,100701-0115-2713
90000000001793,410102-0215-2706
90000000022240,770301-0130-6201
90000000019940,260402-0322-6401
90000000012327,030101-0101-5406
90000000001001,560306-0246-2713
90000000031720,690204-0222-6401
90000000016928,480604-0104-2706
90000000033146,410301-0141-6401
90000000013929,510301-0101-0901
90000000012180,790101-0130-2713
90000000010799,160201-0646-2713
90000000011587,480810-0104-2706
90000000010754,542401-0122-2701
90000000035152,650201-0222-2713
90000000013314,890101-0330-2713
90000000007573,010203-0222-2801
90000000004699,170801-0401-2713
90000000013346,280104-0101-4001
90000000004395,210503-0130-3501
90000000031624,650305-0130-6201
90000000011635,480901-0204-2706
90000000023028,540713-0130-2713
90000000018213,160201-0246-2713
90000000002075,280203-0122-2801
90000000004750,740104-0201-5406
90000000031816,660701-0122-6406
90000000008550,500501-0130-3501
90000000007419,610201-0141-6401
90000000009880,160203-0709-2713
90000000015397,570107-0122-2706
90000000010373,190501-0230-1501
90000000032739,481112-0101-5406
90000000001370,410606-0130-3501
90000000005497,670601-0122-6401
90000000002296,170303-0601-5401
90000000035492,150302-0209-2706
90000000011622,480804-0104-2706
90000000006512,680802-0222-6416
90000000012708,330101-0130-2713
90000000003975,111101-0122-6401
90000000006320,541603-0230-2713
90000000007368,440105-0322-2706
90000000010049,510701-0130-3501
90000000004311,190602-0130-2713
90000000017598,340601-0101-5201
90000000010892,541003-0230-2713
90000000008480,490301-0130-2713
90000000007762,020303-0122-0401
90000000002770,570302-0122-2706
90000000002315,801201-0141-2501
90000000018178,540706-0130-5402
90000000013535,370202-0101-0901
90000000007150,680108-0230-2713
90000000002526,480803-0130-4801
90000000010075,690104-0122-0405
90000000032537,740403-0101-5601
90000000010116,542402-0130-2714
90000000011991,600301-0109-2706
90000000007791,340202-0301-4001
90000000011488,330103-0101-5406
90000000034351,550402-0222-2501
90000000006977,150305-0309-2706
90000000000719,411202-0222-2801
90000000035479,150302-0309-2706
90000000006487,680802-0122-6416
90000000030512,020303-0122-6401
90000000003488,290501-0201-4001
90000000005676,120501-0122-6401
90000000004654,120601-0101-2713
90000000009345,541005-0130-2713
90000000017675,150302-0309-2706
90000000009377,801401-0101-5406
90000000027818,680803-0522-6409
90000000014375,190201-0141-2701
90000000009742,410301-0241-6401
90000000033486,681302-0122-6401
90000000003516,290501-0101-4001
90000000007490,481301-0130-4801
90000000003241,543903-0130-2713
90000000004997,540722-0130-2714
90000000008643,570205-0122-2706
90000000007288,330401-0101-0601
90000000016140,830102-0130-2713
90000000032204,101001-0422-6409
90000000007695,030501-0122-6401
90000000003869,140113-0130-2714
90000000010914,410401-0122-6401
90000000021006,560201-0246-2713
90000000033742,530201-9999-2713
90000000012888,510102-0122-6401
90000000011081,150305-0309-2706
90000000012968,510301-0129-4001
90000000011933,770103-0122-6401
90000000015150,540701-0130-2714
90000000019059,580201-0422-5901
90000000032723,740201-0101-5406
90000000032207,100703-0115-2713
90000000010200,541602-0230-2713
90000000007028,580201-0122-6401
90000000028914,482401-0122-2706
90000000004055,530402-0134-2715
90000000018415,410601-0141-6401
90000000003513,290501-0201-0901
90000000009636,542601-0130-2714
90000000004202,380304-0101-4001
90000000018364,550102-0122-2706
90000000026950,540719-0130-2714
90000000010552,680901-0146-2714
90000000011392,570501-0330-5401
90000000033306,542402-0130-2714
90000000007515,070901-0222-6409
90000000003145,530805-0238-2706
90000000024387,160103-0141-6401
90000000027767,140202-0109-2706
90000000029856,660701-0322-6411
90000000008534,190301-0130-2713
90000000007736,060406-0201-5401
90000000033649,410301-0141-6401
90000000008435,240502-0222-6401
90000000033960,150402-0230-2713
90000000008672,481702-0122-2706
90000000011936,770103-0130-6201
90000000009896,542403-0130-2713
90000000031041,500104-0130-3501
90000000005141,140203-0122-4801
90000000008579,560303-0246-2713
90000000003773,651401-0130-2713
90000000020574,570110-0122-6401
90000000030554,170413-1601-2713
90000000003949,640501-0122-4801
90000000008685,130109-0109-2706
90000000033607,481803-0130-5401
90000000010113,542402-0130-2714
90000000002482,481101-0130-2713
90000000018024,801101-0201-5406
90000000013388,030702-0422-6402
90000000005807,290201-0101-5401
90000000032371,110805-9999-6401
90000000005250,190603-0122-6401
90000000004420,240603-0122-6401
90000000009598,020501-0130-3501
90000000013795,770101-0222-6408
90000000000335,800703-0141-5406
90000000033553,210101-0122-6401
90000000018351,550102-0222-2706
90000000009607,570110-0222-6401
90000000030118,250401-0422-6411
90000000001466,450202-0141-6401
90000000010411,190501-0222-6401
90000000002238,170413-1201-2713
90000000007099,400303-0141-6401
90000000031669,580201-0122-5901
90000000024195,410107-0109-2706
90000000013205,170601-9999-2713
90000000035504,150305-0209-2706
90000000003978,760202-0122-6401
90000000014022,130102-0130-2706
90000000035261,490302-0122-6406
90000000000095,250401-0130-2713
90000000004167,570502-0122-0401
90000000006605,801601-0101-4001
90000000003177,140701-0622-6401
90000000002930,480101-0530-5406
90000000005183,800802-0130-2713
90000000006823,780502-0122-0401
90000000030115,250401-0322-6411
90000000010187,541602-0230-2713
90000000007012,380107-0129-0901
90000000004519,170413-1601-2713
90000000034473,150302-0209-2706
90000000003430,570310-0230-2713
90000000003337,482402-0122-2706
90000000031829,660701-0322-6411
90000000008566,560304-0146-2713
90000000023381,240502-0122-6401
90000000001383,580601-0130-6201
90000000006051,260405-0222-6401
90000000003459,410109-0109-2706
90000000028850,570502-0122-0407
90000000005971,660601-0522-6401
90000000031192,250104-0122-6409
90000000030666,480303-0101-4001
90000000006064,220201-0122-6409
90000000031285,210402-0122-6401
90000000015403,570107-0322-2706
90000000004503,170413-0701-2713
90000000026402,020407-0222-6406
90000000032928,350301-0130-5401
90000000032768,370105-0101-0901
90000000001046,030601-0130-2713
90000000017425,600102-0230-2713
90000000033678,570310-0130-5401
90000000035085,140602-0230-2713
90000000010209,190701-0130-2713
90000000032957,110101-0141-0401
90000000034120,570116-0130-2714
90000000033345,140101-0130-2713
90000000006307,541603-0230-2714
90000000011094,150302-0109-2706
90000000012830,170201-0101-2713
90000000013048,570101-0222-4803
90000000001844,280204-0130-2713
90000000015573,340202-0301-4001
90000000035507,150305-0309-2706
90000000010901,541003-0130-2713
90000000012356,400101-0130-2713
90000000011270,481201-0222-4803
90000000031704,690201-0222-6401
90000000028004,640103-0122-2706
90000000007192,700103-0222-6201
90000000014224,420101-0122-6409
90000000007627,410606-0122-6401
90000000032592,801601-0101-5406
90000000019642,690104-0222-0405
90000000010850,542301-0141-4801
90000000024316,060406-0201-5401
90000000001325,680108-0330-3501
90000000020801,270601-0122-0401
90000000012260,480301-0222-4803
90000000004817,130305-0122-6401
90000000005266,680803-0422-6409
90000000016329,540409-0122-2706
90000000002597,110102-0241-0401
90000000004100,020503-0130-3501
90000000010712,830402-0130-5401
90000000017787,150305-0309-2706
90000000016832,480806-0204-2706
90000000012641,190301-0122-6401
90000000019219,250201-0222-6409
90000000008797,710402-0122-6401
90000000031656,580201-0322-5901
90000000021535,270302-0122-6406
90000000006692,250104-0422-6409
90000000004994,540722-0130-2714
90000000011039,270501-0105-4801
90000000033428,600501-0222-0401
90000000011895,640202-0101-2713
90000000017021,430301-0122-2706
90000000028834,570502-0322-0407
90000000033425,790201-0130-2713
90000000008710,140109-0246-5401
90000000001194,481802-0122-6401
90000000032278,450201-0341-6401
90000000033079,560101-0322-2701
90000000011225,340601-0101-4001
90000000032291,450201-0241-6401
90000000005292,680803-0322-6409
90000000029635,540724-0222-2706
90000000024819,320501-0122-0401
90000000017822,150305-0109-2706
90000000006932,481110-0101-5406
90000000017428,600102-0130-2713
90000000009428,440201-0141-6401
90000000011443,680701-0122-6401
90000000001110,260106-0122-6401
90000000006471,760403-0122-2706
90000000007531,481703-0122-2706
90000000006634,200801-0130-2713
90000000005875,060601-0104-2301
90000000035684,150302-0109-2706
90000000030471,542003-0222-2706
90000000000937,540720-0130-2713
90000000009130,541006-0130-2713
90000000007230,191001-0122-0401
90000000031887,070801-0122-0401
90000000011718,660201-0322-6409
90000000002453,481301-0222-2706
90000000012029,540408-0222-2706
90000000009758,240103-0130-2713
90000000006455,020404-0322-2706
90000000033527,410606-0222-6401
90000000003283,250401-0222-6401
90000000031259,240602-0222-6401
90000000017755,150305-0309-2706
90000000032089,410605-0122-6401
90000000010331,250201-0222-0407
90000000004939,150404-0141-2706
90000000011068,150305-0109-2706
90000000032467,760103-0141-4801
90000000017524,480302-0222-6409
90000000012167,340301-0201-4001
90000000010344,250201-0422-6401
90000000030458,500301-0222-6401
90000000032275,450201-0141-6401
90000000029010,140205-0109-2706
90000000022785,541105-0204-2706
90000000007698,660201-0122-6409
90000000031996,310101-0101-0901
90000000011321,481101-0101-5406
90000000021385,340303-0201-0901
90000000031813,660502-0122-0401
90000000031900,030501-0222-0407
90000000029622,540724-0122-2706
90000000021045,190801-0122-6401
90000000034393,830106-0222-2706
90000000003228,490303-0222-4803
90000000035126,481501-0122-2706
90000000001860,481301-0122-2706
90000000011485,330103-0301-5406
90000000032220,100703-0115-2715
90000000008207,660107-0130-2713
90000000031993,030202-0122-5901
90000000002603,110102-0141-0401
90000000000255,760202-0130-6201
90000000012122,540702-0130-2713
90000000019655,420501-0122-0401
90000000008422,240502-0130-2713
90000000017771,150305-0109-2706
90000000011228,340601-0101-0901
90000000000921,660502-0222-0401
90000000031339,260102-0322-6401
90000000021644,481502-0104-2304
90000000031150,190902-0322-6401
90000000012779,680101-0141-6401
90000000030634,430202-0115-2713
90000000000460,130307-0101-2713
90000000030541,130306-0130-3501
90000000011882,640202-0201-2713
90000000034216,680401-0122-2706
90000000032579,481101-0101-5406
90000000024342,690205-0222-6401
90000000010930,541104-0322-2706
90000000006557,530702-0103-2715
90000000011542,540705-0130-2713
90000000025524,540714-0130-2713
90000000003299,690108-0122-0407
90000000010946,541104-0222-2706
90000000012766,680101-0222-6401
90000000003052,541005-0130-2713
90000000011145,660301-0122-6401
90000000010863,542201-0222-2706
90000000012289,541001-0122-2706
90000000001072,420404-0122-6401
90000000031326,260102-0222-6401
90000000032765,070104-0109-2801
90000000003600,670602-0122-6401
90000000011558,480604-0222-2706
90000000021942,481106-0101-5406
90000000008451,640403-0130-2713
90000000012981,510301-0122-2706
90000000032601,330103-0101-5406
90000000018107,542201-0122-2706
90000000022788,541105-0122-2706
90000000015474,541101-0122-2706
90000000011840,400202-0122-6401
90000000000790,070302-0146-1701
90000000009143,481106-0201-5406
90000000003305,690108-0222-0407
90000000011446,680701-0222-6401
90000000013045,550101-0122-6401
90000000032970,020201-0122-6401
90000000019014,580201-0522-6401
90000000019203,250201-0522-6401
90000000003696,690107-0122-6401
90000000009511,570111-0122-0401
90000000035383,580203-0230-2713
90000000010677,830403-0122-2706
90000000007733,690205-0122-6401
90000000003106,510111-0130-2713
90000000003286,250401-0122-6401
90000000030557,130308-0130-4803
90000000022051,100603-0122-6401
90000000005567,660109-0222-0401
90000000008342,660106-0422-6401
90000000031589,610101-0222-6401
90000000011401,570501-0322-0401
90000000007547,542004-0122-6401
90000000011513,541102-0122-6401
90000000008467,380105-0122-6401
90000000001847,280204-0222-0401
90000000011904,210301-0122-6401
90000000005125,110405-0122-6401
90000000010171,060201-0122-6401
90000000031842,660109-0122-0401
90000000021727,660104-0222-0401
90000000003542,650503-0322-6401
90000000012276,570401-0122-6401
90000000020577,542701-0122-6401
90000000026309,540102-0322-0401
90000000031025,500301-0222-6401
90000000001139,481111-0122-6401
90000000033524,440103-0122-6401
90000000029065,420104-0122-6401
90000000016233,260401-0322-6401
90000000031163,190902-0422-6401
90000000006227,190103-0322-5901
90000000006650,160601-0222-6401
90000000000351,020804-0104-6401
90000000001504,830102-0122-6401
90000000030919,720102-0122-6401
90000000012843,720101-0222-6401
90000000021186,700203-0122-0401
90000000028209,690603-0322-0401
90000000012382,690301-0322-0401
90000000000040,681202-0122-6401
90000000008983,681002-0322-6401
90000000008957,681002-0122-6401
90000000005019,680405-0522-6401
90000000005048,680405-0322-6401
90000000010456,680106-0222-6401
90000000005987,660601-0422-6401
90000000008313,660106-0222-6401
90000000026460,650305-0322-5901
90000000003853,600203-0222-6401
90000000028866,550502-0222-6401
90000000028411,543501-0222-6401
90000000006666,541706-0222-0401
90000000006679,541706-0122-0401
90000000011853,541501-0122-6401
90000000008688,541403-0122-0401
90000000034149,500105-0122-6401
90000000006919,481110-0122-6401
90000000027616,440106-0222-6401
90000000008845,440104-0422-6401
90000000004766,420202-0422-6401
90000000010837,410501-0122-0401
90000000031381,260404-0222-6401
90000000031352,260401-0122-6401
90000000029895,260108-0222-6401
90000000000024,250101-0222-0401
90000000013494,210304-0222-6401
90000000033556,190903-0222-6401
90000000000652,101102-0322-6401
90000000028020,101102-0222-6401
90000000030160,100205-0122-6401
90000000013676,100101-0222-6401
90000000024617,070901-0222-5901
90000000029824,050104-0222-0401
90000000031909,030402-0122-6401
90000000004369,880201-0122-0401
90000000006826,780501-0122-6401
90000000030894,710403-0222-6401
90000000030897,710403-0122-6401
90000000017377,700202-0222-6401
90000000028184,690603-0122-0401
90000000026812,690505-0122-6401
90000000012395,690301-0222-0401
90000000012398,690301-0122-0401
90000000011103,680801-0222-6401
90000000012449,680401-0422-6401
90000000009675,660401-0122-0401
90000000006224,650305-0522-5901
90000000031576,610101-0122-6401
90000000031547,580502-0122-6401
90000000004180,570502-0422-0401
90000000004193,570502-0222-0401
90000000003991,570406-0222-6401
90000000008275,570403-0622-0401
90000000028424,543501-0322-6401
90000000010757,541402-0122-6401
90000000016999,540503-0122-0401
90000000006413,510901-0122-0401
90000000009633,510702-0122-6401
90000000005128,510505-0122-0401
90000000008358,510107-0122-6401
90000000009678,500401-0122-6401
90000000010821,500202-0322-6401
90000000005112,500104-0122-0401
90000000030714,481601-0122-0401
90000000017527,481201-0222-0401
90000000002469,481201-0122-0401
90000000031099,481101-0322-6401
90000000030717,480303-0122-6401
90000000030730,480301-0122-0401
90000000032140,440106-0322-6401
90000000031560,400601-0222-6401
90000000011920,400201-0122-6401
90000000021112,280204-0322-0401
90000000000668,260406-0222-6401
90000000005186,260406-0122-6401
90000000003882,210503-0122-6401
90000000022429,210402-0222-6401
90000000013481,210304-0122-6401
90000000019533,200401-0122-6401
90000000006211,190103-0122-0401
90000000004705,170801-0122-6401
90000000010866,140403-0222-0401
90000000033809,120301-0122-6401
90000000012071,110401-0122-6401
90000000032169,100601-0122-6401
90000000026040,080101-0122-0401
90000000032060,060301-0222-5901
90000000031980,030201-0122-6401
90000000031544,890101-0222-6401
90000000022650,890101-0122-6401
90000000024060,780208-0122-6401
90000000034610,770303-0222-6401
90000000034543,770303-0122-6401
90000000028440,761001-0122-6401
90000000030932,720501-0122-6401
90000000012846,720101-0122-6401
90000000030881,710103-0322-5901
90000000002837,710103-0122-5901
90000000002142,700401-0122-6401
90000000011334,700202-0122-0401
90000000027277,691001-0222-0401
90000000028187,690603-0222-0401
90000000021916,690602-0222-6401
90000000021891,690602-0122-6401
90000000028526,690506-0222-6401
90000000015163,690301-0522-0401
90000000012369,690301-0422-0401
90000000003635,681303-0222-6401
90000000006500,680802-0122-6401
90000000011097,680801-0122-6401
90000000004276,680202-0322-6401
90000000004273,680202-0122-0401
90000000012625,680201-0322-6401
90000000012628,680201-0222-6401
90000000024089,680107-0222-6401
90000000010469,680106-0122-6401
90000000034899,680105-0122-6401
90000000015813,680102-0222-6401
90000000000777,660602-0222-6401
90000000006000,660601-0322-6401
90000000013426,660601-0222-6401
90000000011161,660301-0222-6401
90000000026133,660203-0222-6401
90000000011731,660201-0122-6401
90000000005564,660109-0322-0401
90000000008316,660106-0322-6401
90000000021724,660104-0322-0401
90000000031653,650305-0222-5901
90000000026415,650305-0122-5901
90000000032316,620101-0122-6401
90000000003856,600203-0122-6401
90000000015339,600201-0222-6401
90000000031573,600201-0122-6401
90000000006067,580701-0122-0401
90000000011363,570501-0222-0401
90000000011379,570501-0122-0401
90000000034870,570406-0122-6401
90000000027536,570405-0422-0401
90000000027341,570404-0222-0401
90000000023560,570403-0222-0401
90000000001796,550304-0122-6401
90000000012100,550302-0222-6401
90000000002725,550302-0122-6401
90000000001889,550203-0122-6401
90000000028427,543501-0122-6401
90000000005509,543401-0122-0401
90000000034364,543201-0222-6401
90000000007461,543201-0122-6401
90000000033582,542701-0322-6401
90000000004231,541713-0322-0401
90000000004218,541713-0222-0401
90000000004215,541713-0122-0401
90000000025457,541707-0122-0401
90000000022823,541403-0222-6401
90000000017944,540504-0222-0401
90000000017931,540504-0122-0401
90000000034162,540501-0122-0401
90000000025771,540417-0122-0401
90000000008803,540413-0122-0401
90000000001671,540202-0122-0401
90000000005003,510404-0122-6401
90000000012404,510401-0222-0401
90000000003414,510306-0122-6401
90000000012965,510301-0422-6401
90000000000056,510111-0222-6401
90000000011212,500201-0122-0401
90000000030990,500104-0222-0401
90000000010917,500102-0122-6401
90000000008493,490301-0122-0401
90000000004356,482201-0122-6401
90000000010091,481601-0222-6401
90000000001873,481302-0222-0401
90000000011106,481301-0222-0401
90000000007477,481301-0122-0401
90000000016646,480803-0222-6401
90000000016630,480803-0122-0401
90000000016601,480801-0122-0401
90000000030743,480302-0122-6401
90000000030692,480101-0222-0401
90000000012577,480101-0122-0401
90000000004247,450301-0122-6401
90000000032313,450101-0122-6401
90000000035030,440107-0222-6401
90000000032127,440106-0122-6401
90000000024890,440105-0522-6401
90000000033511,440103-0222-6401
90000000028863,420203-0222-6401
90000000004164,420203-0122-6401
90000000029321,411701-0122-6401
90000000024659,411301-0122-6401
90000000005494,411202-0322-0401
90000000032111,410607-0122-6401
90000000000149,370105-0122-0401
90000000008505,370104-0222-0401
90000000008508,370104-0122-0401
90000000007432,320501-0122-0401
90000000030823,280108-0122-6401
90000000001831,280103-0122-6401
90000000020686,270104-0122-6401
90000000005199,260406-0322-6401
90000000023980,260404-0322-6401
90000000023996,260404-0122-6401
90000000016236,260401-0222-6401
90000000004138,260107-0122-6401
90000000006663,250105-0122-6401
90000000014717,250101-0322-0401
90000000031230,240501-0222-6401
90000000007323,210304-0322-6401
90000000031310,210302-0122-6401
90000000005615,200402-0222-6401
90000000005618,200402-0122-6401
90000000019549,200401-0322-6401
90000000010222,190601-0122-0401
90000000003747,150202-0122-6401
