NUPCO Code,MRID
51171602000,060201-0122-6401
51171604000,060201-0101-5406
51171610000,060104-9999-6401
51241303011,060103-0101-0901
51171617000,060102-9999-5401
51171614001,060101-0222-5901
51171614000,060101-0122-6404
51171614002,060101-0122-5901
51172003004,050104-0322-6401
51172003000,050104-0222-0401
51172003001,050104-0130-3501
51172003005,050104-0122-6401
51171900000,050103-0122-6410
51172001000,050101-0122-6401
51171804000,040203-0230-5401
51171804004,040203-0222-6410
51171804002,040203-0130-2713
51171804003,040203-0130-2713
51171804001,040203-0122-6410
51171802002,040201-0222-4301
51171802000,040201-0130-2713
51171802001,040201-0122-6401
51171838000,040101-0322-2701
51294001001,040101-0222-0401
51294001002,040101-0122-0401
51171500001,030702-0422-6402
51171500002,030702-0230-5406
51122104002,030601-0222-2701
51122104000,030601-0130-2713
51122104001,030601-0122-2701
51172101001,030501-0222-0407
51172101000,030501-0122-6401
51172107002,030402-0230-2713
51172107004,030402-0130-3501
51172107001,030402-0122-6401
51151611000,030301-0146-2713
51151611004,030301-0130-5401
51151611002,030301-0122-6401
51171806003,030202-0230-6201
51171806001,030202-0130-2713
51171806004,030202-0122-6401
51171806002,030202-0122-5901
51178990001,030201-0122-6401
51178990000,030201-0101-6001
51151616002,030101-0246-2713
51151616003,030101-0230-2713
51151616001,030101-0201-5406
51151616004,030101-0201-4001
51151616006,030101-0130-2713
51151616005,030101-0101-5406
51212239900,020902-0104-2303
51171911000,020804-0104-6401
51171511009,020801-9999-6001
51171509000,020702-0122-0401
51171904001,020503-0122-6401
51171904004,020503-0122-6401
51171902000,020501-0230-2713
51171902001,020501-0130-3501
51171915000,020407-0222-6401
51171915002,020407-0222-2706
51171915001,020407-0122-6404
51171913002,020404-0322-2706
51171913004,020404-0222-6404
51171913007,020404-0122-6401
51171913008,020402-0322-4801
51171913003,020402-0222-6401
51171913006,020402-0222-2701
51171913001,020402-0122-6401
51171599000,020303-0122-0401
51171599004,020303-0122-0401
50501601000,020201-0130-6001
51171501000,020201-0122-6401
51171501005,020201-0122-6401
51171511002,020102-0422-6402
51171511001,020102-0130-3501
51171511000,020102-0130-3501
51472701001,010301-0101-4101
51284012000,010204-0222-0401
51284012001,010204-0122-6401
51101805003,010203-0222-2801
51101805006,010203-0122-6401
51101805001,010203-0101-5406
51101805008,010203-0101-5401
51101805000,010203-0101-0901
51102707001,010202-0130-3801
51101801001,010201-0222-4801
51101801000,010201-0222-2706
51101801002,010201-0122-2713
51142002001,010101-0122-6404
5137331000200,651002-0222-6401
5137331000100,651002-0322-6401
5114411500000,690305-0122-6409
5137333600000,700502-0122-6416
5137333600100,700502-0222-6416
5137333600200,700502-0322-6416
5137333600300,700502-0422-6416
5114192000000,680106-0530-1701
5114261800500,690302-0422-6409
5114150501000,660601-0622-6401
5114413000000,080201-0122-6401
5115160300000,670601-0122-6401
5127170200000,640404-0130-5401
51141799010,681303-0322-6401
51341903001,510218-0122-6401
51121904003,250104-0222-6401
51282130000,481302-0230-5401
51109807002,480201-0622-6409
51372107002,650402-0722-6409
51142003001,070901-0222-2301
51102342002,510307-0130-5401
51101914006,710103-0322-6401
51201516004,570103-0222-2713
51131506001,160203-0109-2713
51201504014,570502-0222-2301
51141513005,660201-0222-6402
51101812006,280209-0101-5401
51372107016,650402-0322-2713
51111711005,542402-0322-2703
51191602071,120601-0130-5401
51142411002,650502-0122-6901
51142206011,650403-0130-6201
51141563007,660105-0230-6201
51191602004,120601-0130-5401
50501511005,470203-0246-2713
51351609002,541709-0122-6401
51101509000,481602-0322-2713
51191905073,110201-0122-6401
51111899003,540305-0222-6410
51161620002,210402-0122-6401
51111605003,340303-0201-0901
51171622006,060407-0122-6408
51191602016,120601-0130-5401
51201618000,531601-0102-6001
51322903001,270303-0222-6401
51411605001,190901-0322-6416
51372003003,650201-0822-6416
51181722015,760607-0141-4801
50501701001,130203-0199-4801
51432303001,200202-0222-6401
51372305010,640102-0341-6416
51181701005,802401-0101-5406
51241299011,320501-0101-3601
51102713003,350301-0201-5401
51181601006,450201-0346-6001
51101503006,330103-0104-2713
51121718001,200201-0141-2713
51142003013,070901-0104-1701
51191902000,170103-0101-3501
51161511003,800302-0101-5601
51181832000,411101-0128-4901
51142018001,830501-0101-5401
51142411001,650502-0122-6416
51121765002,240104-0122-6401
51241297002,730101-0101-3601
51121713004,250201-0322-6401
51161508005,761001-0222-6401
51111899000,550202-0122-6401
51142001007,650305-0722-5901
51111519002,542202-0122-0401
51432902000,260403-0122-6401
51291803000,690801-0122-6401
51182024000,410501-0122-0401
51432902001,260403-0222-6401
51142508000,670203-0322-6409
51201607001,520103-0215-2713
51171807001,700202-0122-6401
51401513000,680109-0122-6401
51191508000,210202-0122-6401
51191506001,210201-0122-6401
51142131001,540410-0222-0401
51201624001,520108-0115-2713
51142513000,670701-0122-6401
51141542002,680108-0430-2713
51141702005,681002-0622-6401
51313704000,780207-0122-6401
51241236000,280205-0101-4001
51201629001,520202-0109-2701
51201621004,520107-0109-2701
51201806006,520301-0330-2713
51161637002,681401-0122-6401
51171619000,060301-0222-5901
51101614000,710501-0122-6401
51151908000,600402-0122-0401
51241214000,330303-0101-0901
51201617003,531502-0109-2707
51101507011,480503-0122-6401
51181506039,100904-0215-2713
51201607002,520103-0115-2713
51382503000,230703-0122-5901
51101551002,480810-0122-2713
51202101001,530203-0134-2713
51181755006,440101-0122-6401
42143102002,410604-0222-2901
51131503006,160402-0122-6402
51101504001,481201-0130-2713
51141920007,680106-0322-5901
51182106000,430103-0122-2713
51101538003,481108-0130-2713
51441512001,870203-0137-2713
51191802026,120501-0121-2713
51131503010,160301-0130-2713
51192019001,130104-0130-2713
51201607005,520103-0109-2701
51201625000,532001-0109-2707
51211616000,520203-0134-2713
51101597002,330107-0101-0901
51201620000,531801-0109-2701
51191602092,170303-0701-2713
51141502001,660301-0122-6401
51201617001,520106-0115-2713
51201627001,530601-0134-2713
51201624000,530805-0238-2706
51142502000,670401-0422-6401
51201617002,520106-0215-2713
51201628003,531701-9999-2713
51201617006,520106-0215-2713
51294001004,040202-0122-0401
51201827000,720301-0122-6401
51191802040,170407-0136-2713
51182201004,400302-0222-0601
51101805007,280202-0101-0901
51171511006,020102-0322-6402
51191510008,210302-0130-2713
51152006000,600102-0230-2713
51191601018,170303-0601-2713
51171802004,040201-0130-2713
51131805001,150403-0130-2713
51142908029,640206-0301-2713
51161699003,310201-0122-0601
51212303003,801403-0122-5801
51142908033,640206-0401-2713
51142518001,670201-0130-2713
51211616001,520205-0134-2701
51202101003,530203-0134-2713
51201607008,520103-0209-2701
51372107015,650402-0130-5401
51141702010,681002-0430-2713
51241219001,320203-0101-0601
51111610002,543201-0230-2713
51212500003,870303-0130-2713
51351804000,410301-0222-2701
51101581000,480601-0522-4804
51101807004,280204-0130-2713
51201616001,531401-9999-6003
51181506043,100803-0115-2713
51142145002,570201-0230-2713
51161890008,780502-0330-6201
51191804003,170404-0137-2713
51101812002,280209-0101-0901
51281626007,440103-0146-3501
51112009011,570121-0222-6409
51131802025,150306-0309-2706
51151901013,600201-0330-2713
51201621003,530402-0109-2701
51131802031,150306-0209-2706
51151901008,600201-0230-2713
51152005002,600301-0109-2706
51201616004,531401-0199-5401
51201608001,530601-0134-2713
51241199004,540401-0130-2713
51201557001,760403-0122-2706
51101535003,480703-0122-2706
51151611001,030301-0146-2713
51102818000,330108-0199-4801
51131909004,170201-0101-2713
51201626000,530702-0103-2715
51182201008,400302-0130-2714
51201624003,530801-0146-2713
51142905006,640202-0201-2713
51191602069,120601-0101-5401
51413504000,250105-0130-2713
51182075000,411601-0230-2713
51102713005,801901-0101-5406
51161869001,740202-0201-5406
51201699000,530101-0199-6001
51121819001,150304-0122-2706
51191602011,120601-0101-5406
51302331000,280203-0122-2801
51142907001,310301-0101-5406
51191999904,801001-0101-0601
51151606002,801102-0201-5406
51191602073,120601-0101-5406
51141505002,660601-0522-6401
51101914004,710103-0522-5901
51101903001,710403-0222-6401
51142206019,650403-0322-6401
51142903003,640214-0130-2713
51182002003,411601-0101-0601
51142508003,670203-0141-6401
51142002004,010101-0322-6401
51142002003,010101-0222-6408
51109807005,480201-0222-6401
51181901002,410106-0209-2706
51142199003,570203-0122-2713
51142903002,640214-0230-2713
51201634001,530302-9999-2701
51141704008,680405-0122-6410
51102399019,510215-0122-6401
51141528005,660111-0522-6410
51201610002,531101-9999-2706
51151812006,240602-0230-5401
51141505018,660601-0430-5401
51101809001,280301-0130-3501
51142001016,651002-0122-6401
51101557004,481601-0130-6201
51191602019,120601-1401-2713
51273009000,640103-0322-2706
51172421000,070701-0230-6001
51171622000,060407-0121-2713
51101504005,481201-0222-4803
51161630004,780405-0122-6201
51142202005,770201-0130-6201
51101701002,720101-0130-6001
51181813007,410901-0122-6410
51142001019,651002-0130-6201
51111902005,541602-0320-2714
51151812003,240602-0330-3501
51101503007,330103-0230-3501
51171907004,680103-0122-6401
51131703001,140204-0209-4801
51171511008,020101-0122-0401
51372107003,650402-0230-2701
51161610003,310202-0130-6201
51202101002,530302-9999-2701
51372104000,650401-0122-6401
51452405000,720201-0122-6401
51181602001,450202-0241-6401
51102500015,070104-0209-6401
51181807000,410304-0141-6401
51191703000,170411-0121-2701
51101808001,280103-0122-6401
51182304001,430502-0230-2713
51111800005,540101-0322-6410
51201607000,530704-0241-2715
51142202001,770201-0230-6201
51141799007,681201-0122-6410
51201626001,530702-0115-2715
51161780007,230401-0122-6401
51151642000,420402-0122-6401
51111510000,541902-0122-0401
51322903000,270303-0122-6401
51422001001,430801-0230-2701
51172107003,030402-0122-5901
51181722016,760607-0241-4801
51142003015,070901-0222-6409
51201629003,530402-0134-2713
51371601002,651401-0130-6003
51241113000,830211-0130-2701
51161620006,780502-0222-2706
51201516002,570103-0122-2706
51121512000,190302-0130-2701
51201607003,530704-0241-2715
51112009012,540304-0122-6410
51201621002,530402-0115-2713
51102330000,330302-0101-0901
51201513001,560307-0341-2706
51202101000,530204-9999-2701
51181799002,801701-0201-5406
51142499001,400502-0141-6401
51441500006,840202-0122-2701
51241201004,280104-0101-4301
51142148005,801802-0301-5406
51131503007,160502-0230-5406
51191905032,111306-9999-2706
51281602000,481505-0104-2706
51102304001,510103-0104-4803
51151814000,800601-0102-5406
51182410001,620102-0122-2701
51401513001,680109-0146-6001
51151616000,030101-0201-5406
51101584008,801601-0101-5406
51421503001,801203-0101-6003
51101630000,801902-0101-5406
51101814000,280401-0101-5406
51111704001,541302-0101-5406
51201647001,560101-0322-2701
51201647004,560101-0422-4801
51421702000,840101-0141-2706
51161705003,760102-0141-2601
51442007002,802101-0101-5406
51181813004,410302-0141-2801
51242005000,380201-0101-0901
51294412001,690107-0222-6401
51201504009,570502-0522-0407
51201504008,570502-0622-0407
51141703007,680802-0622-6401
51121504001,190801-0222-6401
51191510007,210302-0422-6401
51141798004,680701-0322-6401
51121566001,240601-0322-6401
51121711003,200701-0122-6401
51123207000,191001-0222-0401
51151812005,240602-0422-6401
51140000001,700107-0222-0401
51178990003,030201-0322-5901
51283406001,480503-0222-6401
51121708001,200601-0222-6401
51241209007,380107-0229-0901
51142508005,670203-0822-6401
51102800001,710901-0222-6401
51101584007,330106-0201-4001
51102868001,340703-0124-4001
51191905036,110301-0222-6408
51142502005,670401-0522-6409
51161609000,780213-9999-6401
51142206005,650403-0630-2713
51141634004,680401-0122-6401
51161511002,310101-0201-0901
51181827002,410605-0222-6401
51102312004,510505-0222-6401
51102818001,330108-0209-4801
51102500006,340703-0204-0901
51102312005,510505-0230-6001
51102399013,510219-0222-6401
51141502003,660301-0230-3501
51202417000,570204-0230-2713
51181803007,410914-0141-6401
51402203001,680501-0222-6401
51102868000,340702-0124-0901
51101584012,481801-0330-2713
51181701006,320202-0101-4001
51341801000,510402-0322-6401
51391717001,190705-0330-2713
51171502000,020302-0222-6001
51171522001,120207-0107-6201
51142001012,651002-0422-6401
51151902000,600401-0322-0401
51142002007,280104-0222-6401
51181818004,411202-0230-2701
51142012002,580601-0130-6201
51131604007,140701-0822-6401
51181813012,410904-0122-6401
51171812004,681302-0230-2713
51102399016,510203-0122-6401
51171702001,070801-0130-5401
51171602001,060201-0330-6201
51142908030,640208-0330-2701
51241257000,300103-0130-2701
51201615005,531302-9999-2713
51382702000,580204-0122-6401
51181834001,410903-0141-6401
51182101002,430102-0541-6401
51151514002,700403-0130-6201
51101811002,280207-0122-6401
51121502006,190401-0422-6401
51101557003,481601-0322-0407
51102338005,510901-0130-6001
51142411003,650502-0222-6401
51202101005,530307-9999-2713
51141601004,690201-0130-3501
51142107005,190103-0522-0401
50501601001,120209-0237-6201
51191802003,120501-0118-2713
51131705004,140106-0122-6406
51201616000,531401-9999-2701
51142908026,640206-0601-5401
51201634000,530201-9999-2713
51352006002,410604-0522-2901
51141505003,660601-0530-2713
51192434000,170804-0230-2713
51131911000,160303-0230-2713
51191509001,060406-0301-2713
51142905002,640204-0130-2713
51241303013,120703-0330-5401
51102338004,510901-0230-6001
51241223000,320201-0144-0901
51111713000,570102-0230-2713
51142908039,640208-0430-2713
51121701001,200301-0230-2713
51151732003,190702-0101-2713
51101815005,340902-0112-0901
51121713002,250201-0130-2713
51102500013,340504-0125-0901
51312202000,780203-0230-6201
51241261000,330303-0201-5401
51201504013,570502-0722-2301
51191508001,210102-0122-0401
51433201000,200101-0222-6401
51191600003,170401-0121-2713
51101570011,480303-0322-2701
51211610005,830304-0107-6001
51152005007,520201-0134-2701
51121707006,250401-0230-3501
51212034001,590201-0130-0901
51101567002,480202-0322-2701
51142504000,670703-0122-6401
51201515003,570119-0130-5401
51101575001,481303-0204-2706
51102838000,340501-0201-4001
51111739000,542601-0222-6401
51181818006,411202-0422-2801
51151732002,190701-0330-2701
51413504002,250105-0222-2713
51433919000,250102-0122-6401
51201809005,560304-0115-2713
51142908014,640207-0201-2713
51131616003,140505-0109-2713
51101518009,481101-0230-2715
51433201001,200101-0122-6401
51181823001,411001-0141-6401
51191602028,120601-0121-2713
51142903001,640214-0330-2713
51201608002,530601-9999-2706
51182302001,430603-0209-2701
51141503000,660103-0122-6401
51122104003,030601-0230-2713
51181709003,440108-0230-2713
51433919001,250102-0222-6401
51111507002,541104-0522-6401
51241233001,370101-0201-0601
51342705001,560301-0109-2701
51422301000,340101-0101-0901
51102818002,330109-0112-4001
51191905044,110403-0122-6401
51191602094,120601-0221-2713
51171911002,020804-0130-6001
51102399004,510512-0222-6401
51281626004,481803-0230-2701
51131616004,140505-0209-2701
51171910001,090102-0209-6401
51131715001,540404-0122-6401
51102399010,510506-0122-6401
51142206007,650403-0730-2713
51143501004,670501-0122-6401
51131802011,150306-0609-2706
51131905004,170202-9999-2701
51181823000,411001-0241-6401
51182203002,400501-0117-2713
53131648029,720401-0122-6401
51372107001,650402-0330-2701
51101625000,070105-0101-4001
51152009001,600103-0230-2713
51352006000,410604-0622-6401
51111832000,550201-0122-6401
51111703001,541004-0130-2713
51102399007,510509-0122-6401
51121901000,190401-0130-2701
51102399022,511001-0322-2305
51342711000,560305-0146-2713
51281628000,500101-0104-2706
51191905038,090102-0309-2301
51331901002,681501-0322-6401
51182201005,400302-0144-0601
51102304002,510103-0222-6406
51102399014,510507-0122-6401
51111510002,541902-0222-0401
51171802003,040201-0146-6201
50501701006,130208-0104-4801
51191602067,120601-1601-5601
51342300000,510304-0130-2713
51191905031,160401-0130-2713
51101555001,480401-0122-4803
51172322000,830203-0130-2713
51181807002,410910-0441-6401
51124304000,190603-0230-2701
51101836009,130306-0230-2713
51111610016,543201-0422-2701
51162745000,420305-0122-6401
51102399009,510520-0122-6401
51191510009,210302-0322-6401
51241219000,320203-0201-0601
51124202000,190601-0130-2701
51191705008,120503-0130-5401
51191902011,170301-0601-2713
51282002000,330102-0104-4001
51202419001,540708-0230-2713
50501512000,110406-0230-5406
51191905041,090102-0409-6401
51131616002,140504-0109-2701
51172319003,801010-0230-5406
51152005009,520201-0130-2713
51182300000,430701-0230-2713
51171973004,560104-0115-2713
51111510001,541902-0322-0401
51321608000,230803-0101-2713
51422302002,760301-0141-2601
51111606002,540413-0322-0401
51303404001,490302-0222-2701
51161701000,770101-0101-2701
51422302004,760301-0241-2601
51391737000,400701-0130-2713
51191802004,170405-0301-2713
51191905054,110105-0122-6401
51473401002,360101-9999-3701
51121519000,190602-0122-0401
51201608004,530901-9999-2701
51263125000,800602-0101-5406
51342702000,510602-0122-2701
51211615000,830209-0230-2713
51342712000,560307-0241-2706
51241214001,330303-0201-0601
51151602002,670301-0322-6401
51111866000,400304-0141-2701
51281654000,070103-0104-2706
51182428007,540717-0122-2701
51201503005,570114-0130-4801
51101905000,710401-0430-2713
51111606004,540413-0422-0401
51172319002,130206-0322-0401
51142518000,670201-0230-2713
51191510005,210302-0522-6401
51101555002,480401-0204-2701
51142002008,280104-0401-5201
51441605000,840203-0122-2713
51101836008,830215-0101-2701
51191905090,110107-0115-2713
51201615000,531302-9999-2713
51101613001,710603-0130-2713
51183403000,101101-0122-6401
51401553000,680110-0122-0401
51161869000,740202-0301-5406
51212503011,150308-0109-4801
51181704000,801201-0301-4001
51111860000,540416-0122-6401
51201572000,140601-0122-2701
51391737001,400701-0122-6401
53131501003,010301-0201-5401
51121519001,190602-0222-6409
51151636000,840201-0130-2701
51102099002,840501-0339-2701
51152005000,520201-9999-2701
51152005008,600302-0115-2713
51121517000,191001-0130-2701
51191902010,190102-0122-0401
51201513004,560307-0141-2706
51141516000,660501-0130-2713
51182416001,620104-0122-2706
51371803002,651101-0122-2701
51111758002,540718-0122-2701
51102707027,010202-0201-0601
51192003000,610301-0122-6401
51181822000,410302-0130-2701
51111745000,540711-0122-2713
51241218003,280107-0346-2713
51361917000,680302-0130-2713
51472601000,750101-0122-9999
51262407000,761002-0230-2713
51212303001,801403-0101-5406
51131802035,830202-0122-2701
51142202006,770201-0330-2713
51203802000,570106-0122-2713
51191902001,170103-0104-4801
51241228002,090103-0109-6401
51141530012,660108-0130-6001
51201516001,570103-0130-2713
50501701005,130208-0204-4801
51342401000,510403-0130-6001
51321601000,350103-0130-2701
51191706000,170803-0122-5401
51181704001,801201-0201-5406
51211610004,830301-0104-4801
51101602000,710601-0101-0901
50501523001,110403-0130-5401
51401525001,830104-0109-4803
51203903001,580801-0330-2701
51241222001,730102-0101-5601
51361903000,680301-0130-2706
51171599003,060410-0104-4801
51142018003,830501-0201-2713
51111604002,541502-0122-4803
51433921000,250103-0146-2713
51111908001,540601-0130-4803
51101604000,710801-0230-2701
51161508007,761001-0530-6001
51441577008,870101-0130-6001
51102902001,710301-0130-3501
51151616010,030101-0141-2701
51171840000,030402-0322-4301
51181709000,740406-0129-4101
51121610000,830212-0101-2701
51171631001,160205-0204-4801
51201623000,531901-0141-2713
51171631010,801002-0101-5406
51171633000,060501-0141-0401
51172008000,050102-0122-0401
51191606001,120301-0122-6401
51201801000,630201-0141-2713
51241114002,700801-0301-5406
51241299004,801011-9999-5406
51241299006,290305-9999-4001
12171616000,830205-0122-0401
51102312002,510505-0104-4803
51102500008,070101-0109-4001
51111800004,681701-0130-3501
51131802026,150307-0122-2701
51142906001,230103-0101-5406
51473102000,350101-9999-1801
51173001004,070201-9999-5901
51161699005,310201-0101-0601
51201807000,520102-0109-2701
51241299007,801810-0301-5406
51161705000,760501-0141-2601
51142908019,640206-0501-2701
51131598001,160206-0141-2713
51241867000,290301-0104-4001
51441500010,870501-0130-2713
51241215000,330304-0130-0901
51171631012,160205-0304-4801
51191800002,350104-9999-4801
51241526000,802001-0101-5406
51181621000,840401-0141-2701
51422203001,801205-0101-5406
51182499000,620204-0104-2301
53131616006,150601-9999-0901
51111774000,540421-0122-0401
51131908001,170207-0101-2713
51393604001,760503-0141-4801
51101920000,710102-0122-0401
51313203000,570102-0101-5406
51171643003,801002-0201-5406
51461605000,880101-0146-2713
51142138004,580203-0301-5406
51101668000,710602-0101-5401
51171600002,060603-0101-2301
51191701002,580205-0130-2713
51181506021,100801-0415-2713
51111901001,540406-9999-2706
51183611003,130309-0122-2713
51161890000,780504-9999-6201
51201600006,531003-9999-2713
51171622005,060407-9999-1701
51131802032,150306-0709-2701
51201615002,531302-9999-2713
51102500007,801704-9999-4001
51201629000,530401-0134-2713
51202101004,530308-9999-2701
51141812001,680901-0141-2701
51241232004,801017-9999-2713
51102099000,840501-0239-2701
51172502000,030102-9999-2701
51313421000,740201-0101-5406
